Institute ID,Name,City,State,Score,Rank,Year
IR-O-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,45.85,85,2022
IR-O-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,45.81,86,2022
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.8,87,2022
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,45.77,88,2022
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,45.68,89,2022
IR-O-U-0056,Tezpur University,Tezpur,Assam,45.59,90,2022
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.27,91,2022
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,45.21,92,2022
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,45.11,93,2022
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.94,94,2022
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.73,95,2022
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.69,96,2022
IR-O-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,44.65,97,2022
IR-O-U-0215,Bangalore University,Bangalore,Karnataka,44.53,98,2022
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,44.52,99,2022
IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,44.35,100,2022
