Institute ID,Name,City,State,Score,Rank,Year
IR-6-O-OEMLDP-U-0078,Panjab University ,Chandigarh,Chandigarh,50.94,33,2018
IR-1-O-M-S-8972,Indian Institute of Management Calcutta ,Kolkata,West Bengal,50.87,34,2018
IR-1-O-O-U-0446,Bharath Institute of Higher Education & Research ,Chennai,Tamil Nadu,50.74,35,2018
IR-6-O-OEMALP-U-0006,Andhra University ,Visakhapatnam,Andhra Pradesh,50.39,36,2018
IR-5-O-OEMDP-U-0107,Jamia Hamdard ,New Delhi,Delhi,50.31,37,2018
IR-2-O-OD-U-0363,Siksha `O` Anusandhan ,Bhubaneswar,Odisha,49.59,38,2018
IR-2-O-OE-U-0139,Indian Institute of Technology Gandhinagar ,Gandhinagar,Gujarat,49.31,39,2018
IR-1-O-O-U-0485,Tamil Nadu Agricultural University ,Coimbatore,Tamil Nadu,49.22,40,2018
IR-1-O-O-U-0304,Homi Bhabha National Institute ,Mumbai,Maharashtra,48.98,41,2018
IR-2-O-OE-U-0357,National Institute of Technology Rourkela ,Rourkela,Odisha,48.62,42,2018
IR-1-O-C-U-0435,Alagappa University ,Karaikudi,Tamil Nadu,48.25,43,2018
IR-2-O-OE-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur ",Howrah,West Bengal,48.06,44,2018
IR-1-O-O-U-0027,Osmania University ,Hyderabad,Telangana,48.02,45,2018
IR-1-O-O-U-0056,Tezpur University ,Tezpur,Assam,48,46,2018
IR-1-O-O-U-0260,Kerala University ,Thiruvananthapuram,Kerala,47.72,47,2018
IR-1-O-O-U-0589,Visva Bharati ,Kolkata,West Bengal,47.62,48,2018
IR-1-O-O-U-0331,Tata Institute of Social Sciences ,Mumbai,Maharashtra,47.46,49,2018
IR-2-O-EM-I-1480,Thapar Institute of Engineering and Technology ,Patiala,Punjab,47.11,50,2018
IR-2-O-OE-U-0355,Indian Institute of Technology Bhubaneswar ,Bhubaneswar,Odisha,47.07,51,2018
IR-1-O-O-U-0262,Mahatma Gandhi University ,Kottayam,Kerala,46.56,52,2018
IR-1-O-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology ,Pantnagar,Uttarakhand,46.56,52,2018
IR-4-O-OEML-U-0476,Shanmugha Arts Science Technology & Research Academy ,Thanjavur,Tamil Nadu,46.33,54,2018
IR-1-O-O-U-0377,Indian Institute of Science Education & Research Mohali ,Mohali,Punjab,46.24,55,2018
IR-1-O-O-U-0272,Indian Institute of Science Education & Research Bhopal ,Bhopal,Madhya Pradesh,46.17,56,2018
IR-2-O-OE-U-0237,National Institute of Technology Surathkal ,Surathkal,Karnataka,46.14,57,2018
IR-1-O-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram ,Thiruvananthapuram,Kerala,45.97,58,2018
IR-2-O-OP-U-0222,JSS Academy of Higher Education and Research ,Mysore,Karnataka,45.76,59,2018
IR-1-O-O-U-0381,Punjab Agricultural University ,Ludhiana,Punjab,45.56,60,2018
IR-1-O-O-U-0052,Gauhati University ,Guwahati,Assam,45.44,61,2018
IR-3-O-ODP-I-1486,Sri Ramachandra Medical College and Research Institute ,Chennai,Tamil Nadu,45.29,62,2018
IR-5-O-OEMDP-U-0473,SRM Institute of Science and Technology ,Chennai,Tamil Nadu,45.17,63,2018
IR-3-O-OEM-C-37013,PSG College of Technology ,Coimbatore,Tamil Nadu,44.94,64,2018
IR-5-O-OEMLD-U-0356,Kalinga Institute of Industrial Technology ,Bhubaneswar,Odisha,44.81,65,2018
IR-5-O-OEMAP-U-0202,Birla Institute of Technology ,Ranchi,Jharkhand,44.71,66,2018
IR-1-O-O-U-0329,Symbiosis International ,Pune,Maharashtra,44.62,67,2018
IR-4-O-OEMA-U-0474,Sathyabama Institute of Science and Technology ,Chennai,Tamil Nadu,44.34,68,2018
IR-2-O-OE-U-0064,Indian Institute of Technology Patna ,Patna,Bihar,44.25,69,2018
IR-2-O-OD-I-1441,Saveetha Institute of Medical and Technical Sciences ,Chennai,Tamil Nadu,44,70,2018
IR-1-O-O-U-0196,University of Kashmir ,Srinagar,Jammu and Kashmir,43.96,71,2018
IR-1-O-O-U-0642,Shiv Nadar University ,Chithera,Uttar Pradesh,43.68,72,2018
IR-1-O-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering ,Kancheepuram,Tamil Nadu,43.6,73,2018
IR-2-O-OE-U-0037,Sri Venkateswara University ,Tirupati,Andhra Pradesh,43.44,74,2018
IR-1-O-D-C-45515,PSG Institute of Medical Sciences & Research ,Coimbatore,Tamil Nadu,43.24,75,2018
IR-1-O-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University ,Hisar,Haryana,43.21,76,2018
IR-3-O-OML-U-0195,University of Jammu ,Jammu Tawi,Jammu and Kashmir,43.19,77,2018
IR-2-O-OE-U-0025,National Institute of Technology Warangal ,Warangal,Telangana,43.16,78,2018
IR-2-O-OD-I-1110,Dr. D. Y. Patil Vidyapeeth ,Pune,Maharashtra,43.15,79,2018
IR-6-O-OEMALP-U-0497,Amity University ,Gautam Budh Nagar,Uttar Pradesh,42.99,80,2018
IR-1-O-O-U-0463,Madurai Kamraj University ,Madurai,Tamil Nadu,42.98,81,2018
IR-6-O-OEMAPC-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,42.8,82,2018
IR-2-O-EM-U-0020,Koneru Lakshmaiah Education Foundation University ,Vaddeswaram,Andhra Pradesh,42.78,83,2018
IR-1-O-O-U-0225,KLE Academy of Higher Education and Research ,Belagavi,Karnataka,42.76,84,2018
IR-1-O-O-U-0246,University of Agricultural Sciences ,Dharwad,Karnataka,42.55,85,2018
IR-3-O-OEM-U-0369,Pondicherry University ,Puducherry,Pondicherry,42.36,86,2018
IR-1-O-O-U-0376,Guru Nanak Dev University ,Amritsar,Punjab,42.36,86,2018
IR-1-O-O-U-0341,North Eastern Hill University ,Shillong,Meghalaya,42.34,88,2018
IR-1-O-D-U-0036,Sri Venkateswara Institute of Medical Sciences ,Tirupati,Andhra Pradesh,42.33,89,2018
IR-2-O-OE-U-0507,Dayalbagh Educational Institute ,Agra,Uttar Pradesh,41.95,90,2018
IR-4-O-OEMP-U-0389,Banasthali Vidyapith ,Banasthali,Rajasthan,41.88,91,2018
IR-1-O-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University ,Chennai,Tamil Nadu,41.73,92,2018
IR-1-O-O-I-1361,Bharati Vidyapeeth ,Pune,Maharashtra,41.71,93,2018
IR-1-O-O-U-0448,Bharathidasan University ,Tiruchirappalli,Tamil Nadu,41.63,94,2018
IR-3-O-OEA-C-26794,Thiagarajar College of Engineering ,Madurai,Tamil Nadu,41.41,95,2018
IR-1-O-E-C-41593,College of Engineering ,Pune,Maharashtra,40.74,96,2018
IR-1-O-D-C-47762,Mahatma Gandhi Medical College and Research Institute ,Puducherry,Pondicherry,40.72,97,2018
IR-1-O-O-U-0121,Goa University ,Goa,Goa,40.66,98,2018
IR-1-O-O-U-0253,Cochin University of Science and Technology ,Cochin,Kerala,40.53,99,2018
IR-2-O-OE-U-0098,Delhi Technological University ,New Delhi,Delhi,40.52,100,2018
