Institute ID,Name,City,State,Score,Rank,Year
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,53.4,25,2019
IR-O-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,52.68,26,2019
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,52.62,27,2019
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,52.49,28,2019
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,52.11,29,2019
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,51.95,30,2019
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,51.73,31,2019
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,51.44,32,2019
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,51.34,33,2019
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.25,34,2019
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,51.21,35,2019
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,50.96,36,2019
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,50.88,37,2019
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,50.75,38,2019
IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,50.53,39,2019
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,50.44,40,2019
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.31,41,2019
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,49.91,42,2019
IR-O-U-0027,Osmania University,Hyderabad,Telangana,49.86,43,2019
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,49.4,44,2019
IR-O-I-1480,Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,49.27,45,2019
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,48.73,46,2019
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,48.54,47,2019
IR-O-U-0056,Tezpur University,Tezpur,Assam,48.47,48,2019
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,48.08,49,2019
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,47.97,50,2019
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,47.85,51,2019
IR-O-U-0473,SRM Institute of Science and Technology,Chennai,Tamil Nadu,47.8,52,2019
IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,47.37,53,2019
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,47.34,54,2019
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysore,Karnataka,46.97,55,2019
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,46.82,56,2019
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,46.32,57,2019
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,46.28,58,2019
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,46.27,59,2019
IR-O-U-0554,G. B. Pant Universtiy of Agriculture and Technology,Pantnagar,Uttarakhand,46.09,60,2019
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.06,61,2019
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.99,62,2019
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,45.8,63,2019
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,45.58,64,2019
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.57,65,2019
IR-O-U-0377,Indian Institute of Science Education & Research Mohali,Mohali,Punjab,45.43,66,2019
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,45.42,67,2019
IR-O-U-0485,Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,45.41,68,2019
IR-O-U-0463,Madurai Kamraj University,Madurai,Tamil Nadu,45.2,69,2019
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.11,70,2019
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,44.89,71,2019
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.88,72,2019
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,44.88,72,2019
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,44.7,74,2019
IR-O-U-0381,Punjab Agricultural University,Ludhiana,Punjab,44.66,75,2019
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,44.46,76,2019
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.45,77,2019
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.35,78,2019
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.19,79,2019
IR-O-U-0235,Mysore University,Mysore,Karnataka,44.06,80,2019
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.69,81,2019
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,43.65,82,2019
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies ,Mumbai,Maharashtra,43.63,83,2019
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,43.53,84,2019
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,43.49,85,2019
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,43.41,86,2019
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,43.22,87,2019
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,42.89,88,2019
IR-O-U-0159,Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana,42.36,89,2019
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.22,90,2019
IR-O-C-41593,College of Engineering,Pune,Maharashtra,42.11,91,2019
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.73,92,2019
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,41.59,93,2019
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,41.42,94,2019
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.21,95,2019
IR-O-U-0123,Anand Agricultural University,Anand,Gujarat,41.2,96,2019
IR-O-U-0470,Periyar University,Salem,Tamil Nadu,40.99,97,2019
IR-O-U-0225,KLE Academy of Higher Education and Research,Belagavi,Karnataka,40.92,98,2019
IR-O-U-0487,Tamil Nadu Veterinary & Animal Sciences University,Chennai,Tamil Nadu,40.88,99,2019
IR-O-U-0239,NITTE,Mangaluru,Karnataka,40.88,99,2019
